id,value1,value2,category
208,58,0.3610251451427553,C
209,31,0.9681026637765426,B
210,95,0.3609860825370817,B
211,87,-1.6111694631742197,A
212,51,2.114414834308793,C
213,61,0.3751690140584689,A
214,57,0.5146715543882295,C
215,51,-0.3768376794965604,A
216,11,1.1131782933007082,A
217,38,-1.0931075606001217,A
218,1,0.6098290776634929,C
219,2,-2.0796332822470394,A
220,55,0.6772085213501834,B
221,80,-1.0795504116394292,C
222,58,0.27699452042712547,B
223,1,1.3573404667461748,A
224,1,0.8227173745004389,A
225,91,1.2243816701175614,B
226,53,1.1208484436478086,A
227,86,-0.5242827429098788,C
228,95,0.5983301738078541,B
229,96,-1.7249168959418097,C
230,0,-0.686936417944251,C
231,18,1.3926548882840513,C
232,1,-0.3850368024262208,A
233,52,-1.8680018866707437,A
234,43,2.0136989173313573,B
235,89,0.5622502831697198,B
236,31,0.7644782203057904,C
237,69,-0.9804695349218977,A
238,31,0.28405657052987,A
239,67,0.2575749708891944,A
240,54,-0.8214848566236752,B
241,74,-0.1698196855231585,A
242,55,-1.5004677127830177,C
243,16,-0.34670953287600176,C
244,37,0.9738462572598192,C
245,23,-0.7468482589920851,A
246,68,1.9072978364265534,C
247,97,-1.4360915125350566,C
248,69,-0.26017534979559415,B
249,85,-0.6564299636141256,B
250,10,-0.18018083137286922,A
251,15,1.3714747821409223,A
252,96,-0.9844554964640968,A
253,72,-0.45127053092953,A
254,58,0.6545057527231394,A
255,69,0.09315877991765241,B
256,79,0.1751749493090029,B
257,92,-0.9652763395995575,B
258,2,-0.07158347160249723,C
259,19,1.1315784515395242,C
260,58,-1.6095209830809794,B
261,35,-0.6973091506990274,B
262,18,-1.8155416295253364,A
263,89,0.5369756969437411,B
264,66,1.2254705453144694,A
265,18,-0.18340998729204272,B
266,19,-1.0055200145152972,A
267,95,-0.9762464514545354,B
268,70,-0.2970572078727425,A
269,51,-0.3008720453915249,C
270,32,0.9118317785133704,C
271,39,-0.668876034443013,A
272,38,0.4350783381858596,A
273,81,-0.3054700292478684,C
274,0,-0.7447569552398373,B
275,10,-0.33037606334097747,A
276,91,0.33653838187097995,B
277,56,0.9149333898817024,C
278,88,-0.25197318715848965,C
279,49,-1.2039381307977697,A
280,22,0.9997148032654405,B
281,30,-0.8981693831521145,C
282,93,0.2608231676775328,B
283,41,-0.024832667703754394,C
284,98,-0.15857009234621902,A
285,6,-0.4869763001880067,B
286,15,0.620148780415464,B
287,89,-3.582062607487511,A
288,59,1.1364705083670374,A
289,1,-0.9125077743940353,A
290,0,0.40795690975064797,A
291,47,0.35502561793492887,C
292,11,1.2749773820208183,B
293,68,0.19774913553806917,C
294,36,-0.8291091806340453,A
295,31,-1.6047549879109688,C
296,8,-0.3488031548729745,C
297,98,-1.9581754288830124,B
298,18,-0.6284857063107556,B
299,47,-0.29263062033020526,B
300,79,-0.6899159780289247,A
301,2,0.04177365736491215,A
302,19,-0.23610401091920757,B
303,23,-0.32768654132878167,C
304,53,-2.4241506170373057,B
305,32,-1.2947051806855492,A
306,23,0.6426567318548759,C
307,74,0.8042562729474444,A
308,71,-1.8387767179789956,B
309,35,-0.8147181812341315,B
310,37,1.0719653675991272,C
311,83,-0.7180388134051491,B
312,98,-0.11149078712511215,A
313,88,1.441805329015908,A
314,98,-0.3615773114433937,A
315,24,-0.5047194101871159,C
316,92,-0.15703669059262965,A
317,17,1.8534107978998284,B
318,81,0.4462018362894799,C
319,65,0.019081627779767917,A
320,53,-0.5243599556815834,A
321,34,0.5388169281811231,B
322,79,0.6596997699307984,B
323,60,-1.0731785094754698,C
324,40,0.6866281919461598,A
325,99,-0.1511522866234305,A
326,32,0.02479863462860666,B
327,67,-0.8842890029883183,C
328,32,-0.39998202782890996,B
329,13,-1.030142265222829,B
330,20,-1.0782181701163007,C
331,47,0.3770902204267797,A
332,19,-0.3551165654431084,A
333,7,-1.299637669862416,A
334,6,2.177052647488376,C
335,66,-1.1246550393159365,C
336,16,1.0921029610193338,C
337,32,-1.4764636416218018,C
338,47,0.4565023351677955,C
339,75,-0.25056036861869124,B
340,58,-0.6290567313584048,A
341,85,0.19674232376570605,C
342,21,0.06225985632933222,A
343,29,-0.8124651836820451,C
344,37,-0.8577388807870001,A
345,50,-1.573914211994401,B
346,53,0.3055643843570512,A
347,7,-1.2538048271000084,A
348,26,0.00397495651718248,C
349,26,0.5924779841207163,A
350,97,0.2080550318240541,B
351,20,-0.723131298017258,B
352,29,0.9088124113499689,B
353,96,-0.40797147810125295,C
354,27,-1.334160759004991,C
355,63,-0.28372750445327777,C
356,96,0.5867973779847261,C
357,68,-0.6744143144101269,C
358,60,0.8781824149703041,B
359,47,-0.7703260652176505,A
360,18,-0.6342131936855273,B
361,3,-1.0460790158532527,C
362,34,0.6837095369080293,B
363,63,-0.05324257008920245,A
364,48,-0.9797619477439743,C
365,16,-0.3962103422811035,B
366,43,-3.0711509878990277,B
367,91,0.7779723634666434,A
368,29,-0.1707466394983074,C
369,92,-2.406238151009897,C
370,45,-1.4566814413240818,A
371,5,-0.4215940625576031,A
372,98,-1.314170759104837,A
373,36,0.7933493236860584,A
374,23,0.41857288599115444,C
375,92,0.35953594351786894,C
376,45,-2.604346935214705,B
377,52,-0.525458414206894,B
378,94,-0.6976164506090564,B
379,98,-0.9540544541045877,C
380,59,-0.41517528116371183,C
381,96,-1.1262382070860628,C
382,62,0.215220732950218,B
383,84,0.7665513543377717,A
384,31,0.6803837384236716,A
385,86,-0.1379112517114806,A
386,32,1.9992396963335024,A
387,66,1.1399751145005097,A
388,17,-0.10155820367255168,C
389,24,-0.4822722102015164,B
390,94,1.3380271627819205,A
391,53,1.0075806827627332,A
392,57,-1.4104272038242296,A
393,66,1.0858213192287456,C
394,45,-0.154373534723929,A
395,23,-0.8609115305933583,B
396,31,-1.9792058592406632,C
397,46,-0.2689161946978014,C
398,85,-0.012227585219925261,C
399,22,1.5873276541102177,A
400,65,0.9572338077486858,A
401,26,-0.5828867213760348,A
402,1,0.38934239421973693,A
403,89,0.8262494226728235,B
404,16,0.08595738801721546,C
405,32,-0.5871541590312039,A
406,8,-0.5321724562434457,B
407,42,0.38547307045695217,C
408,47,0.41298056552504697,C
409,38,-0.2929546157635447,C
410,92,-2.6191522050533393,A
411,41,-1.2905227272912905,C
412,25,0.6196889216121123,A
413,98,-2.1308379973558758,B
414,49,1.1841810163672148,C
415,24,1.036157261138504,B
416,23,0.04109638193320571,A
417,12,0.5979310342286075,A
418,59,0.5287746783588859,A
419,6,-0.11687312836621294,C
420,56,-1.37388911758857,C
421,35,0.9672729750616863,B
422,44,1.4072300113836351,A
423,19,-1.2085905242423423,B
424,64,-1.4112550051696995,A
425,7,-0.13679690475734085,A
426,15,-0.6262245956364498,B
427,13,0.14494924020545913,A
428,75,1.2079940398603866,B
429,86,-2.2456704382724957,C
430,14,1.5812719516191547,B
431,91,-0.40666844187691986,B
432,97,0.5117789786504942,A
433,65,0.6187258381044658,B
434,31,0.7353411541977961,C
435,86,0.061908104029996795,C
436,62,0.29556060178674576,C
437,85,0.2890220506054031,C
438,50,-0.6302828007794473,B
439,24,-1.7580551914371976,C
440,57,-1.2191858277651948,B
441,62,-0.10423797949803458,B
442,61,-0.786806656896385,A
443,21,-0.784496072389535,B
444,57,1.7992510456861954,B
445,57,0.8588947966598731,A
446,85,-0.2520759659099736,C
447,48,0.6720349456554423,C
448,51,-0.42026860559090073,B
449,41,0.11072343418649651,A
450,69,0.44162864841891597,B
451,14,-0.41760596777187864,B
452,53,-0.6852505475370957,C
453,59,1.223931818468504,A
454,96,0.6141129671981066,B
455,7,-2.2546108782927172,C
456,52,-0.6681359300316102,B
457,59,-0.7812724996943938,C
458,4,-0.6211380888123978,A
459,67,0.8624022887588952,B
460,5,0.01920596800369154,A
461,95,-1.3896296708555453,C
462,93,-0.3832148369586158,A
463,46,0.5417376476161898,A
464,98,-0.21964501553375446,A
465,54,-0.6446759511634916,B
466,39,0.33121927873852836,C
467,51,1.6181924894390771,A
468,15,0.4614248329585187,B
469,12,1.3009415130316988,C
470,29,-0.5776142178649032,C
471,18,-0.008362111124060725,C
472,16,-0.028551984535682258,A
473,62,0.11867908406769122,A
474,18,0.44051960638091603,A
475,91,-0.9189691210547781,C
476,57,0.6473326855134786,C
477,54,-1.6278859389552167,A
478,89,-1.3357566625066817,A
479,89,2.1356261011732305,C
480,61,-0.510120739478876,C
481,22,0.7295193509862021,B
482,8,1.6982903924269561,B
483,11,-2.314456078778476,A
484,0,1.1262461801557098,C
485,57,0.648943606259271,C
486,0,1.6403972809330398,B
487,33,-1.1815231616646271,C
488,95,1.4512546569546128,A
489,47,-0.7394144316026904,B
490,88,1.0547778142766568,C
491,0,-0.03602103575443992,C
492,15,0.7707688064351387,A
493,60,0.04886918330515309,C
494,63,-1.839401584186729,B
495,62,-3.120544022943797,B
496,68,0.20991553398349078,C
497,21,-0.2637350376313479,C
498,92,0.3982209514202937,C
499,66,-0.2521534658435748,C
500,75,2.0180773827178204,B
501,25,0.23053712782830446,A
502,15,-0.44694772758266543,B
503,50,0.3373630663468662,C
504,85,-0.42867479688130566,C
505,56,0.09293023411398735,B
506,28,-1.2174801872358345,B
507,77,-0.008585201859605372,C
508,91,-0.4778523960351749,B
509,68,-1.1227366253686797,C
510,46,1.9757358680726427,B
511,93,-1.0837353699401664,C
512,61,0.006964223441937532,B
513,68,-0.8028080349487572,C
514,75,0.29703947087987503,A
515,15,-1.2743851344689174,A
516,89,0.8403568239355511,B
517,89,2.0361561863588413,A
518,47,-0.8395392371006696,C
519,84,1.2169688626813204,B
520,38,-0.3818793443956899,B
521,99,1.5057911210760855,C
522,32,2.188498986095991,C
523,93,-0.23370501170845875,C
524,22,-1.5202660808946518,B
525,9,0.9480843874360897,C
526,68,0.22441720794411618,A
527,99,0.5017911677776411,B
528,33,-0.3398450418443653,C
529,51,-0.8844928186606991,B
530,94,1.1603481809669742,A
531,9,0.31978999455603274,A
532,18,-1.4435570341837254,C
533,57,0.6868752232028936,B
534,95,0.4861685979665005,C
535,0,-0.3252989243235641,B
536,68,1.619813234242322,C
537,3,-0.6181731623472644,C
538,15,-0.16898649815484174,B
539,23,0.7686480879681984,B
540,79,0.0767629503307216,A
541,1,-1.3844231543584364,A
542,91,0.18379937299342977,B
543,31,-0.41438979196523296,A
544,90,0.8569962449162634,A
545,83,0.15121834399513978,B
546,23,0.0945076530473908,B
547,11,-1.0482511637190517,B
548,49,-0.2300253079140055,C
549,34,0.9701010940126534,B
550,32,-0.776536344541371,B
551,32,-0.03255022308771416,B
552,60,-0.9364460516490096,A
553,50,-1.1838426410516691,B
554,42,-0.08485904498935258,A
555,11,0.17380116487733835,C
556,66,1.9938629392325948,B
557,64,-0.455460383846209,B
558,32,-0.050169267633882464,A
559,39,-1.2500735179709248,C
560,73,0.6122400149069139,B
561,42,0.3980947793532806,C
562,43,1.4883946776914283,C
563,28,1.1116221515087088,B
564,12,0.35140666884228294,C
565,11,-0.47007149958870037,C
566,94,0.2046684378900608,B
567,45,-0.11101346213176125,A
568,1,0.9533975332379796,B
569,34,0.8262314899624682,C
570,86,-0.2964154436547553,B
571,80,-1.4619937798268778,A
572,89,1.3333873002204246,C
573,7,0.581873956823205,C
574,92,-0.319490070572669,A
575,25,0.5428733481036709,A
576,73,0.07486130625002908,C
577,89,1.3186179262194737,A
578,33,-1.9297802318050268,B
579,6,-0.39719096651343244,A
580,67,1.5990545154786884,B
581,57,0.5631984034673122,C
582,74,1.772606668314208,C
583,28,-1.2218070931634644,C
584,35,1.0721967159384873,C
585,88,1.012224423453833,C
586,20,-1.681728535328834,A
587,35,-0.29550228953308394,A
588,9,-0.10652910519408314,C
589,72,-1.6195560287674053,A
590,23,-0.27460232652043887,A
591,63,0.8731831407786059,C
592,98,-0.39092305952474016,A
593,48,0.24213315567402635,C
594,98,0.24937028272765205,C
595,35,-0.012143411138766203,C
596,81,-0.7051820240254286,C
597,95,0.6588139748838978,A
598,23,-1.5870337615259915,A
599,22,0.008588138508182646,B
600,61,1.3854863405180886,B
601,95,-0.4473732498412154,C
602,36,-0.7273212215022773,B
603,11,0.7255161387753777,A
604,54,0.16343176058713194,A
605,12,0.7454472820569326,B
606,22,0.038498485695272235,B
607,88,-2.3882924507511794,A
608,98,1.179913410425699,B
609,29,2.0700263824782756,A
610,16,1.2840410068362866,A
611,61,-3.5388577250697595,B
612,83,0.45108821250556624,B
613,88,-0.46674581057504605,C
614,85,-1.084243753611709,C
615,12,0.122732161638273,C
616,58,-0.14894729489972075,C
617,18,0.5086578042798411,C
618,48,0.05658018930545408,A
619,99,-1.120812106888977,B
620,11,-0.576601776742971,A
621,60,-0.7379585563250161,C
622,18,-1.7164831767444462,C
623,75,-1.3716446439538834,B
624,8,-0.2110686698851943,A
625,70,1.4237540753072795,C
626,27,-0.5355570796987947,C
627,77,-0.7574307747527896,C
628,94,-1.181286806672826,C
629,51,0.03053649499535071,A
630,82,1.179259334610126,A
631,15,2.0026827664085918,C
632,68,0.2853993767216869,A
633,98,0.13999374263643455,C
634,11,-0.543473107253543,B
635,24,-0.37656662149101106,B
636,51,0.6291750910507029,B
637,84,-0.31487533206307944,A
638,99,-0.16228244716741405,C
639,52,-0.025347274750424368,B
640,22,-0.5908281109074761,B
641,15,-0.07497925907755129,A
642,56,-2.0194061287908016,A
643,38,0.5488358830184624,B
644,52,2.3517718389720548,C
645,41,-0.5520436151630664,C
646,57,0.3738371450016698,C
647,38,0.8515763202461846,B
648,13,1.2802152727174614,A
649,94,-0.26432148874017936,C
650,4,-1.8033172536887192,B
651,34,0.26723195084876283,B
652,86,0.128628690654427,A
653,92,-0.34566637467600275,C
654,74,-0.13351212288434067,B
655,17,0.14368044501773122,C
656,75,0.3617619921038501,C
657,8,0.31980971023991756,C
658,73,-0.21768565950112867,B
659,57,0.38427883498595106,C
660,16,-0.2850308482748619,A
661,6,0.6420255015353197,B
662,45,-0.6274428354765009,B
663,12,0.07305819214956248,C
664,39,-1.6237385821172297,C
665,41,-0.36991046945714723,C
666,8,0.5674887211299786,B
667,49,-1.0337348667080686,A
668,26,-0.32010047635008365,A
669,65,-2.4050695499102095,B
670,4,-1.3680741085319894,A
671,28,-1.1064745561139018,C
672,36,0.10175105077163857,B
673,37,0.33340901239271226,A
674,82,-0.05605556594019711,B
675,7,-0.38259338288737815,A
676,64,-0.37910174834874727,B
677,85,0.7160457490404942,A
678,16,0.2128198468830529,B
679,70,-0.33394559630536247,B
680,88,1.2932994952412589,B
681,44,1.9499750409961005,B
682,3,-1.24574245023367,B
683,35,0.5225100702105113,C
684,69,3.089889607686385,B
685,30,0.28020554105019435,B
686,18,0.11544263616427654,B
687,60,-0.055733939893613596,A
688,53,0.4901815174907414,B
689,38,0.7548991665498829,C
690,90,-1.2447668741691826,B
691,73,-0.026483628288828647,A
692,89,-2.2694978644974095,A
693,18,-0.20931661662150006,B
694,38,-0.9026885938220728,B
695,66,0.33917757913548424,B
696,44,-1.6563805271410255,B
697,12,-0.5123173104590947,A
698,91,0.9665442505206124,B
699,57,-0.6763331514442503,A
700,19,-1.904935777417886,A
701,91,0.2575331531289845,C
702,71,-0.5865289930926361,A
703,60,-0.18588543607289654,B
704,38,-0.7298695864625924,B
705,0,1.974396744480029,B
706,2,-1.5580727358535134,B
707,76,2.8334956118942727,C
708,91,-0.3906365307513523,C
709,61,0.18344657621813534,C
710,62,-0.5747964176044837,C
711,24,-0.6166335598554541,A
712,55,-0.7848299034326328,C
713,32,0.6012579620436355,A
714,37,-1.4107996936270562,B
715,5,0.3641085442426688,A
716,57,-2.184492735051809,A
717,43,0.2735287711417637,C
718,44,0.8491426059321912,B
719,31,-1.2745191073073694,B
720,44,0.6787426017187439,C
721,60,0.05138541062432149,A
722,46,1.5984264553578396,C
723,20,-0.8552063823110898,A
724,79,2.81598590372273,C
725,84,-2.3907821543252377,C
726,74,-0.3295038006361257,B
727,35,-1.6985697106229332,B
728,98,1.8510541768497661,B
729,18,-0.2617009938158365,C
730,19,-0.17168507736928265,B
731,56,0.44323809808521286,B
732,17,-0.00480518632728754,C
733,46,-0.5937615564013348,B
734,48,-1.2566472506290483,A
735,13,0.16851340233342924,B
736,14,0.3788336326894784,A
737,30,0.6953772364017292,B
738,0,1.9127268503065222,C
739,53,-2.173768904413992,C
740,2,-0.06771719735270462,B
741,15,1.1917378358214277,A
742,86,-0.12452242443886458,B
743,56,-2.33817245369327,C
744,74,-1.2910395748499208,B
745,11,0.3285698496773193,C
746,73,0.2921972948833408,A
747,95,0.6725196983410208,A
748,15,-0.7810089435481842,C
749,71,0.2598832349192977,A
750,75,-0.9458633078963248,C
751,23,0.2599579936436911,C
752,27,0.053212197103539735,C
753,7,-0.8208600201629043,B
754,91,1.558183630762687,A
755,35,-1.705635950162387,B
756,89,-0.14162098301052742,B
757,7,-0.8429055643243101,A
758,57,1.8342020358562743,B
759,59,0.5983980076204188,C
760,49,-0.6493103753703896,B
761,27,-0.2797152893203726,C
762,91,1.861257373980529,A
763,40,-0.9462756317300305,B
764,99,-1.7644481722305585,A
765,63,0.2910068624638142,C
766,26,0.3136403674078202,B
767,62,0.6660345733898599,C
768,16,0.6726257608719525,C
769,72,1.7707056507337993,C
770,32,-1.7181374903760358,A
771,83,-1.202803194645333,A
772,76,0.6622033339461874,A
773,91,-1.1056255017144403,B
774,28,-1.4565879732593636,C
775,12,1.8658445522852707,A
776,45,-1.6199421316642872,C
777,34,-0.35127203711064553,A
778,5,-0.05936745123140444,C
779,81,1.3091366419632775,A
780,68,-1.8688030582824706,A
781,46,0.41547515150624903,A
782,24,-0.8903770582600778,A
783,65,0.6276112125924505,C
784,9,-0.9068077260268592,A
785,55,1.5723062561857772,A
786,29,-0.9009700184262551,A
787,4,-2.4619797058899167,C
788,32,-0.7888492497413011,A
789,64,-0.26130011056889496,C
790,17,1.0823538731623088,B
791,95,-1.2584148305649208,C
792,48,-1.2386461271140756,B
793,10,0.9605779037089842,A
794,84,-1.375225117962206,A
795,25,-0.17898344139169084,C
796,62,-0.1586511834690122,A
797,88,0.21757953634296223,A
798,85,-0.7498482103826004,C
799,58,-0.9269943866745627,A
800,26,0.3348944417522922,B
801,48,-0.8959958531697858,B
802,76,-1.3599691901191746,A
803,32,1.2277999878516854,A
804,97,0.48809538137918235,B
805,98,1.7675023957653402,A
806,0,0.7839676512169459,B
807,20,-1.2681436516314983,C
808,54,0.09636924005999573,B
809,5,-1.015628254718246,A
810,91,-1.6516095967182838,A
811,80,-0.44719939306998346,B
812,68,0.9815328752991211,B
813,94,0.27491271078750706,A
814,4,-1.390894131258771,A
815,2,-0.48234157521273674,A
816,52,-0.1428665853419799,C
817,22,-1.6891124539708449,C
818,52,0.7131723652486122,B
819,36,-0.22873502625875175,B
820,73,-1.3905948609320575,C
821,73,-1.4471735937410677,C
822,82,1.100663944921611,B
823,16,-0.3808130321457192,C
824,84,1.1903520289564116,B
825,77,1.5721554799027153,A
826,72,1.0224482728559243,B
827,0,-0.5334317466174908,C
828,50,-2.4978471195672807,C
829,44,0.31299630453482846,C
830,76,2.091576369778548,B
831,3,-0.0353900781738251,C
832,61,-1.989815518799147,B
833,64,-0.6748784964301175,A
834,31,-0.18373327476680484,A
835,33,-1.0979885674197973,C
836,91,-2.563953967979889,B
837,94,-0.09785077021512495,B
838,71,-0.7848762463576265,C
839,38,1.7726916608999155,B
840,25,0.10103348798279618,C
841,33,0.46957889689839183,C
842,53,-0.11908614349605882,A
843,2,0.09373330317385285,C
844,49,-1.6522992883621435,B
845,11,-1.0401663052212893,C
846,64,1.0886147013193521,A
847,53,0.20946196973019687,A
848,4,-0.3985069178825137,B
849,93,0.4861712414658739,C
850,93,0.5058619098405933,B
851,56,1.9908946329442072,B
852,16,0.16306634388557767,C
853,46,-1.062507575510301,A
854,22,-0.11569648291566768,B
855,78,0.607565627121377,B
856,84,0.9956590114287024,A
857,13,-1.6150318721278794,C
858,65,0.2537067194918132,C
859,74,-0.8972549274981164,C
860,50,-0.5666319246194422,A
861,37,0.8458396242433921,B
862,63,0.7462485394318988,A
863,97,-0.6781524611975589,B
864,37,-0.15784202104008324,B
865,49,-0.5360817951208536,C
866,97,2.8917029899567672,C
867,81,0.27835816644536276,C
868,29,-0.8394815912727899,A
869,78,1.3221671462211262,C
870,90,1.357461365683299,A
871,50,1.791670710523534,C
872,62,2.087993682510094,C
873,97,0.7077148828661287,C
874,51,-0.349851743778128,A
875,37,-0.2026167676043195,B
876,96,-0.2920753016065431,A
877,87,-0.40375536717902655,A
878,78,1.2399368072885906,A
879,29,0.0007209069359758764,B
880,50,0.9714218648162062,A
881,80,0.6765165547809898,C
882,4,-1.0986549631220837,B
883,28,-1.7171766698622837,A
884,3,-1.236662966685065,A
885,9,-0.4267063677307888,B
886,55,0.1343281002678751,A
887,16,-0.6483003273443845,B
888,73,0.7030651467411015,C
889,16,-0.5276851944169594,A
890,83,0.25695743818394445,A
891,87,0.11758168066188653,C
892,68,1.7344330917873865,A
893,33,-0.9752409251002728,A
894,5,2.208419091154705,B
895,52,-0.5943498527396046,A
896,65,-1.3400568903608094,C
897,76,-0.2169149904265378,A
898,42,3.2401391486368074,B
899,74,0.8952052350186248,C
900,22,0.6029641034412616,C
901,54,0.7951868616415204,C
902,79,-0.7695934645023071,C
903,94,0.3260443763658592,B
904,74,0.0025023003171226327,B
905,15,1.8090667486444099,B
